Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ02,OUT035,1746.6568125826918
FDL46,OUT045,1812.4663270003373
FDS60,OUT027,4294.987836984925
NCO06,OUT017,635.5627003641835
FDO16,OUT035,1527.6967674370362
FDC60,OUT049,1538.204409446816
FDA48,OUT018,3199.433164313559
FDZ36,OUT027,4452.523478315361
FDK27,OUT045,1877.278848566706
FDW23,OUT018,378.39285121974
FDM14,OUT018,1509.8954537273542
FDM14,OUT013,1787.4337248224244
FDW60,OUT018,2603.2340337991905
FDE21,OUT013,1909.9953185589438
NCM42,OUT035,1881.6465228828752
FDY59,OUT010,-372.4832399242423
DRI49,OUT049,1380.7719378993795
FDT28,OUT019,510.4407340271407
FDQ22,OUT018,408.8303423499465
FDR60,OUT049,1335.103471418993
FDC50,OUT019,-393.41114387128584
FDV24,OUT013,2457.756736476992
DRF48,OUT010,1026.2896139762338
FDQ47,OUT046,638.5136151047304
DRN36,OUT049,1662.9143151082728
NCY06,OUT035,2173.639404737065
FDE52,OUT035,1658.904502301667
NCB54,OUT045,1936.7469199699908
NCF31,OUT035,2548.2554505353237
FDJ08,OUT027,4448.1799037828205
NCC07,OUT017,1786.8726880922975
NCD19,OUT027,2357.66629069092
FDL46,OUT049,2012.1464187049928
FDM20,OUT045,3834.1883682189577
NCI06,OUT010,918.4146327275016
DRM11,OUT035,4219.636613283252
NCH07,OUT018,2205.8436782728218
FDS23,OUT013,2083.071587146895
FDO49,OUT018,599.2623551661322
FDS35,OUT049,1164.0790274494007
DRK39,OUT045,1276.4686936433202
DRI39,OUT049,1036.640887665693
FDV04,OUT017,2639.3072133187143
NCN14,OUT035,3008.7396520011016
FDH08,OUT013,3688.2790116376555
FDS20,OUT046,2911.071250556874
FDV40,OUT049,1357.2054694075136
FDZ48,OUT010,-140.380816418314
FDS24,OUT027,2910.4954089300395
FDK44,OUT049,2861.5291336355713
FDS48,OUT045,2343.025157074017
FDK26,OUT010,1104.7808860482069
FDD23,OUT045,2971.9768193283953
NCH54,OUT017,2636.2963637871844
NCP14,OUT010,-248.7587371652537
FDM60,OUT010,-1182.7515105618827
FDV24,OUT017,2522.5173926324114
FDH08,OUT018,3345.3451064552223
FDS12,OUT027,3463.220951435167
FDR39,OUT027,4318.26618708668
FDP12,OUT027,2124.941164949906
DRF60,OUT027,5187.343785772613
FDC09,OUT035,1848.3088412471827
FDF50,OUT018,2887.362955234322
FDG28,OUT035,4054.6449169584725
NCE19,OUT017,983.1758168064748
NCM53,OUT010,-199.5754125092417
NCN18,OUT049,1850.1700920286562
FDF32,OUT035,3316.701807217954
FDF11,OUT013,3872.0117201419303
DRI59,OUT049,3662.235810868604
NCG54,OUT035,2811.066783973031
FDM44,OUT046,1636.954104353399
FDT57,OUT018,3465.223524849143
FDV24,OUT046,2417.767417586695
FDI50,OUT019,1769.6779822953886
FDS09,OUT035,1033.7263102436168
NCC31,OUT027,3895.2970175667206
FDQ07,OUT019,1596.874912158787
FDC22,OUT017,3171.2668006663835
FDZ56,OUT046,2695.565582207292
FDZ40,OUT019,-1001.4129627259791
FDS46,OUT027,3393.2523066436115
DRD24,OUT045,2162.212884214963
FDV45,OUT017,3106.209095684117
FDL26,OUT045,2418.388893461536
FDA56,OUT018,1706.2200422318874
FDN27,OUT046,1918.630171070662
FDM20,OUT049,3981.540845506984
FDO16,OUT017,1458.5061132029516
FDL03,OUT035,3302.1766643273736
FDE58,OUT046,1910.4939879624699
FDI02,OUT027,3288.0051643178417
NCC55,OUT019,-1234.9709625315818
FDR03,OUT018,3051.789087663478
FDB14,OUT017,1641.096609456796
FDR45,OUT013,3851.0380632241095
NCN07,OUT017,2156.8619605594085
FDM51,OUT019,-182.12547213125038
FDT52,OUT027,5361.346311252986
FDL26,OUT046,2463.1842884097964
NCZ42,OUT046,3763.9947069380564
DRI47,OUT019,416.1436510774938
FDW40,OUT013,2317.582318811843
FDN34,OUT046,2741.2158557100165
FDS01,OUT035,2988.2227219835836
NCG55,OUT045,1789.8945544249957
FDC11,OUT035,1548.817024142384
FDX35,OUT018,3341.4261159537327
NCB06,OUT046,2519.3004883316335
FDR09,OUT019,2188.813037162681
FDC53,OUT017,1675.5069024369122
FDY45,OUT013,4072.981813305922
FDA22,OUT010,767.4054960112679
FDE02,OUT035,1671.8870784737132
FDW21,OUT045,1625.658800786171
FDV34,OUT046,1254.3316160349673
FDS59,OUT049,1894.094044132687
NCW17,OUT017,2129.986707530016
NCK54,OUT046,1925.7426090531417
FDG17,OUT019,2008.853261635651
FDG35,OUT017,2912.0364129691216
FDD08,OUT010,-1267.5214048575556
NCO07,OUT017,3427.5729736931326
FDJ10,OUT010,362.69803717828916
FDW36,OUT017,1779.2240005807548
FDW21,OUT010,-266.68930364601783
FDY19,OUT017,2001.4903138400155
DRE03,OUT013,811.7170774169809
NCC55,OUT049,737.2149118856823
FDH52,OUT010,-817.708941315143
FDO09,OUT017,4312.740125607694
FDU43,OUT045,3764.098658778331
FDX09,OUT010,855.5753466153474
FDH40,OUT019,-521.0125802580731
FDW58,OUT017,1805.4398573935473
FDC47,OUT017,3678.609804928784
NCR41,OUT035,1667.8918882904825
DRG49,OUT035,3986.1579915731213
FDC52,OUT027,3936.9100041463275
FDY13,OUT046,1223.3167600666548
FDY35,OUT013,820.2630670884915
FDI35,OUT017,2997.7735330691858
NCU18,OUT049,2324.095506993589
FDY33,OUT018,2287.395256971361
FDC15,OUT027,3932.222783112294
FDU01,OUT049,3115.0534971941374
NCU42,OUT046,2680.68100210585
NCV29,OUT018,2526.8976966282066
NCY30,OUT017,2985.007190843936
FDQ46,OUT049,1894.8751837405698
FDG58,OUT027,3943.6476225591846
FDK33,OUT017,3485.277176639346
NCD07,OUT045,1791.5043666522497
NCX29,OUT027,3714.9639195159016
NCT42,OUT013,2374.0715503277884
DRN59,OUT035,914.1742929761979
FDI44,OUT035,1427.4720052622097
FDA45,OUT049,2923.2471656010744
FDP31,OUT045,1035.5110497306848
FDY01,OUT046,1870.6788073911116
FDT09,OUT018,1901.6195955708654
DRH03,OUT027,2977.036210239081
FDA36,OUT018,2696.433250829896
NCF31,OUT017,2519.4641843270156
FDG14,OUT049,2557.432894408284
FDG28,OUT027,5385.588689713793
FDU14,OUT049,4061.4952076606573
FDY47,OUT019,246.56167445925234
FDI56,OUT049,1549.4672332942441
DRD01,OUT013,989.678958068062
FDM22,OUT046,961.0647901882162
FDH33,OUT013,738.4168045052858
DRZ24,OUT013,1927.9061053429882
NCQ38,OUT046,1676.0061134648572
FDO16,OUT027,2824.4457413445825
FDU07,OUT027,3828.770811753797
NCB07,OUT013,3081.995819276613
FDU48,OUT045,2041.8316391533394
NCM43,OUT045,2534.552028540586
FDR31,OUT010,426.30001117304244
DRK49,OUT018,416.7842173648979
NCI30,OUT010,1914.8573248676125
DRD60,OUT017,2966.6831620372645
NCG19,OUT046,3676.340818980146
FDH12,OUT035,1825.4123181535358
FDM32,OUT035,1652.151206640513
FDM27,OUT035,2656.468043828716
NCU53,OUT027,4067.8413284083904
NCQ18,OUT046,1554.7383375692116
FDS10,OUT013,2888.93594799271
FDB33,OUT027,3962.3334162066626
FDI12,OUT013,1461.1709699050273
NCW42,OUT013,3507.4973217619163
NCC06,OUT018,1757.1139064221336
FDW02,OUT017,2171.885524502156
NCD43,OUT017,1766.387643346414
FDM57,OUT018,1108.7714204639965
FDA58,OUT017,3851.9855221042467
FDK56,OUT046,2938.4332260014407
FDP52,OUT045,3632.7272171956783
FDW20,OUT018,1726.2323659495758
FDS52,OUT049,1724.875126121284
NCT29,OUT018,1614.469240309565
NCL54,OUT013,2832.5798535884583
FDC05,OUT045,3105.6910455544707
FDF34,OUT035,3314.876585501611
FDP03,OUT027,3486.361771722996
FDD32,OUT010,-511.5132454830172
FDZ10,OUT045,1981.2900916824028
FDZ40,OUT035,1043.6115069571263
FDD51,OUT018,464.1574607436937
NCY30,OUT019,938.1066041829715
FDP58,OUT017,3541.3987776838335
FDV49,OUT017,4279.58295034074
FDY24,OUT019,-995.8182946005046
NCO55,OUT017,1788.217146834599
FDR13,OUT017,2019.0326937411119
FDS51,OUT017,1136.8036924161322
FDP26,OUT045,1617.5604885192658
NCB54,OUT027,3491.1835100517083
FDF32,OUT017,3244.437972276632
FDN31,OUT018,2720.386466604853
DRM48,OUT017,692.8386511357305
FDN20,OUT049,2801.3100474910666
DRL01,OUT046,3710.758047655635
FDV56,OUT049,1875.7350877694548
DRH13,OUT027,3174.008801467451
FDA03,OUT017,2478.8513995200065
FDF47,OUT027,4988.008461260602
FDX32,OUT046,2375.7005418926165
FDX57,OUT049,1709.0865366795506
NCA30,OUT045,2918.5773051364426
FDO49,OUT013,909.4839711372865
FDL04,OUT019,-225.69240938881273
DRM48,OUT035,752.8237332079831
FDR16,OUT013,3429.5888883515668
NCC19,OUT018,2746.4133610602603
NCE42,OUT045,3644.3724736472695
FDY24,OUT017,1048.8940100823324
FDH19,OUT049,2890.9626220584546
FDJ46,OUT013,2805.119430246352
FDN45,OUT010,1614.5430476611746
FDY08,OUT035,2391.068149379159
FDZ37,OUT035,1615.3651470194975
NCT30,OUT045,688.4318167955219
DRY23,OUT018,445.0521470797123
NCZ30,OUT018,1655.2070257863056
FDC44,OUT018,1526.924089301876
FDB45,OUT035,1838.028250275894
FDY04,OUT013,2672.16204399576
FDM27,OUT046,2554.4900378957873
FDZ43,OUT017,3960.8060201084486
FDT39,OUT019,557.8542238994421
NCC06,OUT019,108.77417802132572
FDL15,OUT027,3895.977834908734
FDL57,OUT017,4206.174477930344
FDU08,OUT046,1605.234420576754
FDK40,OUT017,4304.523939782481
FDQ12,OUT010,1708.2621251448845
FDS48,OUT017,2529.695820255805
FDP09,OUT045,3290.8203250562847
FDW21,OUT049,1763.6705518283802
FDY25,OUT035,3041.0468163552678
DRE13,OUT017,1476.5084318083962
FDV43,OUT019,-1183.6694817798468
FDD22,OUT045,1718.4118222157085
FDM46,OUT019,-445.5925411216952
NCO30,OUT010,1011.7578886312881
FDM25,OUT046,2803.8380750770666
NCN41,OUT049,2036.029996764592
FDU24,OUT045,1481.0501268385829
FDZ50,OUT046,2955.1913286044132
FDP45,OUT013,4047.735717121323
NCM54,OUT045,1928.023777374593
FDW10,OUT019,901.0128880024893
FDP20,OUT017,2159.1916799610635
FDK32,OUT046,2459.2415522321394
FDN52,OUT049,1544.5393185280234
FDM58,OUT045,1763.735564883568
FDZ46,OUT027,3234.631457374584
NCA18,OUT018,1575.437886538371
FDD35,OUT046,1976.6063879423818
NCK31,OUT035,945.7432804309851
FDI40,OUT027,3097.5999318750337
FDT50,OUT019,-293.81494674892417
NCT06,OUT046,2604.995053801933
FDT31,OUT035,3131.645603257781
FDT45,OUT049,990.0116427439616
FDT13,OUT045,2916.990397822322
FDO50,OUT045,1418.2767543603627
NCU18,OUT010,299.2391623819966
NCR54,OUT049,3162.896536245704
NCO18,OUT018,2529.4749865636477
FDU09,OUT045,903.5930632072043
FDT13,OUT018,2714.8758885692328
FDE09,OUT046,1813.6608540879133
NCK53,OUT019,-283.5040640362396
FDG45,OUT049,3470.394187759954
DRH15,OUT035,881.245584559739
FDO21,OUT019,1705.104348127555
FDD14,OUT027,4345.427253823715
FDC09,OUT046,1703.9201559201902
FDH45,OUT027,2211.5325358470013
FDV32,OUT046,1061.7159891837964
FDG12,OUT035,2134.7445955704825
FDS32,OUT013,2319.4353265189006
NCL55,OUT018,3676.992225259805
DRE01,OUT035,3949.3306456874902
DRE15,OUT049,1355.6935615209136
NCL42,OUT045,3813.789220791313
FDP31,OUT013,1107.9175469461254
FDN33,OUT018,1267.7481101496292
FDZ59,OUT046,2648.5279226482244
FDE45,OUT010,926.7174256361359
FDJ07,OUT013,1948.1482995603878
FDQ45,OUT018,2718.9428046098483
FDM33,OUT027,4919.044031041485
FDO15,OUT010,-626.5693297536561
FDM46,OUT013,1499.8530638694835
FDR03,OUT045,3258.548237414601
FDY49,OUT018,2421.6344497854734
FDQ60,OUT045,1866.4567822757735
FDW10,OUT049,2899.6520986857445
FDO51,OUT049,902.1757214657964
FDJ40,OUT018,1522.1749899851102
FDS20,OUT018,2622.136940727042
FDU45,OUT013,1880.0828203321134
FDV02,OUT035,2842.608164260501
FDN09,OUT046,3840.506994265851
NCM55,OUT027,4382.409694263895
FDN23,OUT018,2073.6174711806566
FDY31,OUT010,398.467085161962
FDW03,OUT010,-153.76979833389623
FDD14,OUT046,2882.3188922488953
FDV23,OUT017,2112.686143779652
DRI03,OUT045,2723.5984738305497
FDN13,OUT035,1725.924342852671
FDF45,OUT027,2495.5114710562443
FDU46,OUT035,1614.2441303694177
FDB57,OUT049,3665.2955837221602
FDV12,OUT049,1751.1910020026057
FDQ58,OUT013,2475.912139372406
NCA18,OUT017,1936.4292452533655
FDH52,OUT049,1158.5252232013063
FDM24,OUT018,2161.0786495604198
NCP43,OUT027,4304.1720257457
NCO18,OUT019,883.0856346900794
FDM32,OUT017,1603.265809108094
NCL07,OUT017,736.3082106275737
FDK03,OUT013,4065.729565500597
FDP59,OUT017,1789.672885042095
FDQ24,OUT049,4057.7824573594157
FDQ16,OUT018,1489.621004730549
FDU44,OUT013,2628.2581381531004
FDH28,OUT010,-1230.8573045127919
FDV28,OUT019,-1266.336892805873
FDM22,OUT045,874.6177056551028
FDR56,OUT046,3139.9025627700494
FDV39,OUT049,3244.1717344215763
FDU37,OUT019,-551.7572891286286
FDQ11,OUT010,2138.308853825085
FDX02,OUT045,3472.9864989549656
NCS42,OUT018,1190.0274410488678
FDY57,OUT027,3013.838151149556
FDB21,OUT049,3905.261571505501
FDE28,OUT017,3771.1161987234973
FDQ55,OUT017,1980.0575358146211
FDA48,OUT049,3611.1918235220205
FDZ19,OUT045,2693.775424941611
NCC43,OUT045,3887.167189224372
NCV18,OUT046,1292.0114221230301
NCA42,OUT018,2252.1457226496104
FDY45,OUT046,4071.6419055798538
NCC30,OUT045,2750.422267545622
FDM57,OUT013,1453.3081400424815
FDL09,OUT010,745.3856973380924
FDB09,OUT027,3445.057764709744
FDT44,OUT035,2046.3134216684707
NCT06,OUT027,4047.677367428318
FDX26,OUT049,3003.4399905142227
FDK32,OUT013,2521.011010269926
DRA12,OUT046,2286.4227305776553
FDO46,OUT010,1137.0014208803523
FDE52,OUT013,1500.0426103964253
NCH42,OUT045,3542.688186377721
FDV08,OUT035,889.4425053695018
FDB47,OUT018,3055.1603508794697
FDC28,OUT010,-108.70905000081552
FDD22,OUT046,1817.6895899700617
FDS07,OUT027,3307.824648234507
DRI13,OUT045,3361.8595290704684
FDG32,OUT018,3223.2103167557634
FDU14,OUT017,4068.3668381484517
FDD28,OUT019,-892.541440932525
NCP41,OUT017,1842.3101057048193
FDS08,OUT049,2874.1830684035504
FDX47,OUT045,2482.184055953182
FDC53,OUT019,-265.42320999189667
FDQ19,OUT035,4012.458553661712
FDL14,OUT045,2441.9024800378993
FDM33,OUT019,1602.854464845791
FDA51,OUT045,1773.4579427936528
FDZ27,OUT018,561.5243088610732
FDT04,OUT046,705.2457693974576
DRC13,OUT049,2142.785991635
FDR16,OUT027,4886.797155877834
FDQ03,OUT027,5230.140461235929
FDE38,OUT035,2814.3387231003494
DRH23,OUT027,2355.946145149609
FDT11,OUT019,1126.0538963046367
FDD09,OUT035,3014.138552419492
FDR40,OUT045,1322.1974744646884
FDX07,OUT017,3092.5570918613485
FDR07,OUT035,1703.0910290644827
FDA51,OUT017,1960.2373849742135
FDT59,OUT019,1763.2563936712568
FDF20,OUT017,3197.098030748289
FDR13,OUT045,1819.729606546036
FDY26,OUT049,3474.1540734792497
FDW04,OUT017,2237.9057865528157
FDK52,OUT017,3696.47029584274
FDN60,OUT049,2591.6836107688155
FDM09,OUT019,841.4347622293947
FDP46,OUT049,1536.765035027098
FDB50,OUT019,-646.5660155263683
NCQ29,OUT049,4145.573185053752
FDP16,OUT027,5330.288875485654
FDX33,OUT018,2321.178498421944
FDP07,OUT010,1144.294777564227
FDN22,OUT046,4004.98294860531
FDF39,OUT049,4282.416783384571
FDS21,OUT017,1151.3318272324757
NCM42,OUT013,1733.685591231759
FDK50,OUT019,728.3140159351908
DRF13,OUT027,3791.0670317645663
FDH35,OUT018,2339.888939515237
FDP60,OUT018,1360.6941959602611
DRJ49,OUT027,3541.889896374479
NCT42,OUT019,451.22361125097837
FDE38,OUT049,2766.2840619763747
FDI04,OUT049,3279.6724011413176
NCH54,OUT045,2409.0279869474134
FDT56,OUT049,1096.4036944010297
DRD15,OUT018,3375.1612818265116
FDV58,OUT013,3096.6719165533937
FDP21,OUT049,3110.1554504642777
FDH05,OUT013,3744.0418497951196
FDR10,OUT027,4032.6434164610023
NCP06,OUT045,2290.6810873788054
FDF33,OUT049,1827.7909963228717
DRK37,OUT013,3011.993727582287
DRH49,OUT045,1296.9784441431111
FDT58,OUT013,2687.2838012675206
FDD41,OUT018,1443.7512764936012
FDP40,OUT018,1543.4407143328676
FDM51,OUT027,3145.4708271540167
FDO45,OUT010,-464.7247138339794
FDW33,OUT010,-216.0702782301653
FDY24,OUT045,862.1795170307234
FDB10,OUT010,1849.1172662618728
FDM40,OUT035,2391.720907284653
NCI06,OUT017,2944.176730871024
FDW12,OUT019,447.1951863120278
FDX48,OUT027,3959.4289409496473
NCW05,OUT027,3126.0019466489985
FDX27,OUT017,1678.2120871604618
DRM37,OUT045,3050.9867157827643
FDA38,OUT045,3750.1495169287446
FDR36,OUT046,707.0274102021842
FDZ45,OUT046,3150.850499650112
FDG05,OUT017,2676.754615212638
FDK28,OUT013,4108.747456299872
FDV47,OUT045,1332.2439551878558
FDN21,OUT045,2490.219257762208
FDP20,OUT027,3495.5876020496544
FDI35,OUT045,2826.450973167025
DRY23,OUT013,774.0675920911547
FDA56,OUT017,2081.2307041607023
FDB09,OUT013,2000.2871774121813
NCO26,OUT027,3300.7037092834175
FDQ49,OUT018,2265.121527869081
FDI52,OUT027,3407.6241136077256
FDZ44,OUT027,3335.64356070174
FDZ09,OUT018,2328.2169970059585
FDY03,OUT049,1948.6421938030912
NCG42,OUT017,2166.217808645583
DRI13,OUT027,4897.539741558592
FDQ32,OUT013,2086.527600219946
FDW16,OUT035,1658.5256085833762
FDU27,OUT046,813.5660052131128
FDR28,OUT010,729.0844915689516
FDQ49,OUT010,655.7221257981886
FDS37,OUT046,1870.1069093231513
FDW26,OUT018,3237.0765596312663
FDX12,OUT018,3599.8893641935797
NCP06,OUT013,2409.6981921528327
FDW45,OUT010,409.59774645326513
NCN30,OUT049,1607.3781868972715
FDN24,OUT049,968.4528679357088
NCL41,OUT027,1993.3059035524348
FDR02,OUT019,-129.3118341471578
FDD09,OUT010,984.3613144093533
FDS33,OUT010,-515.1965093781296
FDU22,OUT045,1849.770470840469
FDI53,OUT013,2647.6519832463878
DRH01,OUT049,2863.9274408527344
FDX32,OUT013,2351.9100540954646
NCP30,OUT018,383.0874398760666
FDB60,OUT045,3039.645100353394
FDB14,OUT049,1648.291761720183
NCP02,OUT035,1075.1051293047128
FDJ10,OUT017,2365.0400567774695
FDG34,OUT046,1828.5879604587622
NCB18,OUT017,1499.0682194947565
FDM16,OUT049,1362.1930507852308
FDW25,OUT018,1093.9306041727855
FDB35,OUT010,-405.75735711900506
DRN11,OUT013,2281.1586574173257
FDF41,OUT019,1985.964289226099
FDH16,OUT045,1362.3950243693098
NCQ50,OUT018,3081.0804042903937
DRH23,OUT018,630.2630283528957
DRJ37,OUT013,2439.0603343192365
DRJ24,OUT027,4349.4507473407175
FDY16,OUT035,3107.3119327413956
FDQ27,OUT045,1677.4215150029859
FDZ33,OUT045,2297.329664120029
FDF29,OUT045,2082.712541684232
FDA08,OUT049,2744.27302208964
FDG31,OUT046,1081.1323822187373
FDE34,OUT019,963.9793273464472
NCR30,OUT027,2627.121032060243
FDV33,OUT035,4271.252334244853
DRZ24,OUT018,1637.1778501008232
NCL54,OUT035,2898.094345393171
FDR12,OUT049,2888.1021479170013
NCC54,OUT046,3780.052016532467
DRN59,OUT013,791.4707749772143
FDX50,OUT019,-136.9231540221739
FDV31,OUT027,4281.158868012268
NCA29,OUT027,4177.1861974419535
FDW60,OUT049,2962.039141271311
FDX08,OUT017,3002.7804390205424
DRD49,OUT013,3730.3763438064802
FDD33,OUT046,3662.715808937815
FDW35,OUT013,755.3095857414269
FDJ36,OUT017,1787.526107987699
FDV51,OUT035,2796.520315532566
FDW36,OUT046,1713.4181699386072
FDH35,OUT046,2636.5964133031894
NCS30,OUT027,3517.0183519902575
FDN49,OUT017,782.0208003141353
FDL08,OUT018,3626.564370510215
FDI09,OUT013,3865.4355056305085
FDP19,OUT018,1787.4913975952402
FDU21,OUT010,-1316.2431465822556
NCP41,OUT045,1641.4409326621872
FDY10,OUT013,1842.0650947256736
FDP12,OUT018,394.8703863131077
NCN26,OUT049,1957.953344439526
FDK44,OUT013,2795.876277046839
FDC28,OUT049,1870.6085371951394
FDJ41,OUT027,5607.169658285227
NCT29,OUT035,2092.9486340372027
NCH42,OUT019,1685.9208881317886
FDU60,OUT018,2430.5972138833445
FDS02,OUT045,3033.7278090314603
FDC51,OUT046,2032.5515796659138
FDU03,OUT013,2971.8509697103846
FDX39,OUT045,3327.2218083418834
NCY05,OUT010,-1315.0747189689098
NCL06,OUT027,5521.043354416623
FDD32,OUT035,1497.4172346059113
NCN41,OUT045,1868.4437267207281
NCX53,OUT049,2347.1389935517927
FDU57,OUT019,512.9536296416143
FDQ23,OUT046,1682.6454654778254
FDQ52,OUT045,3850.382318826886
FDC14,OUT045,661.4048125485701
FDY09,OUT035,2962.492245941173
FDQ28,OUT045,2466.7530628877553
FDV25,OUT046,3506.3949389050845
FDJ07,OUT035,2027.6605447399888
DRB25,OUT049,1782.2801873371036
FDK52,OUT019,1676.4507006822796
FDY52,OUT027,2511.519665619681
FDB28,OUT046,3127.1349196679917
FDT36,OUT035,768.2437113610683
FDV25,OUT017,3626.7144987160573
NCN07,OUT027,3510.443891047404
FDC57,OUT017,3206.1092215895583
FDQ03,OUT018,3510.9361644925143
FDU23,OUT017,2777.1463384533595
NCX41,OUT035,3498.3206656547823
NCD06,OUT035,890.224523837773
FDW08,OUT045,1645.6272298762467
NCU29,OUT017,2392.163122393538
NCE06,OUT013,2552.190768780978
FDV52,OUT010,-1.1212975578791884
FDB02,OUT017,2961.784662646159
NCR18,OUT045,642.584065274177
FDK16,OUT049,1616.989850693909
NCQ29,OUT010,2125.474530540625
FDZ01,OUT019,-178.16194762348835
FDW27,OUT035,2672.3733161831474
FDD17,OUT018,3489.7485240790948
FDW39,OUT013,2909.519170882509
DRH59,OUT045,1110.5652117644336
FDS52,OUT013,1677.8569318550358
FDU40,OUT027,4546.719806127521
NCF54,OUT013,2759.84839987416
FDH46,OUT045,1633.9410275116823
NCP14,OUT049,1727.1023356140138
FDH50,OUT049,3065.050526071489
DRF15,OUT010,527.6366229401343
FDV27,OUT027,2907.4618867464897
NCJ06,OUT049,1998.2940760960519
FDN02,OUT018,2974.2793506769385
FDQ51,OUT049,939.9406546791824
FDQ07,OUT017,3660.3605105462066
FDS45,OUT049,1834.54743356859
NCJ06,OUT045,1847.8236825234812
FDD36,OUT035,2033.8367650874147
FDY25,OUT045,2851.899903669983
FDU52,OUT046,2474.049116497051
DRK47,OUT017,3674.823981029683
NCL30,OUT017,2138.1760185191574
FDN22,OUT035,4160.263985481262
