Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRN59,OUT035,948.016768182626
FDI44,OUT035,1465.3501433905153
FDA45,OUT049,2867.5663693608903
FDP31,OUT045,1088.444837617961
FDY01,OUT046,1874.2015536922415
FDT09,OUT018,1921.9124976175212
DRH03,OUT027,2974.050207012801
FDA36,OUT018,2682.497330391175
NCF31,OUT017,2514.308996755029
FDG14,OUT049,2548.1904585180655
FDG28,OUT027,5255.859874286136
FDU14,OUT049,3974.302850045399
FDY47,OUT019,277.64106967369344
FDI56,OUT049,1604.5953567263803
DRD01,OUT013,1058.2901272256609
FDM22,OUT046,1015.6800257938487
FDH33,OUT013,806.1190529789485
DRZ24,OUT013,1906.8063733416107
NCQ38,OUT046,1707.0368517346749
FDO16,OUT027,2848.951686969096
FDU07,OUT027,3804.067224551222
NCB07,OUT013,3053.215632751301
FDU48,OUT045,2070.6775038584847
NCM43,OUT045,2539.1369107319315
FDR31,OUT010,477.4442687769962
DRK49,OUT018,485.86409650239045
NCI30,OUT010,1891.2851961255465
DRD60,OUT017,2935.473514455111
NCG19,OUT046,3591.5948980924004
FDH12,OUT035,1864.0621203508322
FDM32,OUT035,1664.435751725427
FDM27,OUT035,2628.218778798602
NCU53,OUT027,4016.9563628576125
NCQ18,OUT046,1583.418864522506
FDS10,OUT013,2857.058396272112
FDB33,OUT027,3943.712059634532
FDI12,OUT013,1500.628382924878
NCW42,OUT013,3454.6539365411895
NCC06,OUT018,1793.7615499003139
FDW02,OUT017,2170.5027484854845
NCD43,OUT017,1793.750650759899
FDM57,OUT018,1168.996020141791
FDA58,OUT017,3746.9092975914846
FDK56,OUT046,2868.8594684072355
FDP52,OUT045,3566.3611914910985
FDW20,OUT018,1741.1552858084328
FDS52,OUT049,1776.7492541255112
NCT29,OUT018,1649.0057833972264
NCL54,OUT013,2751.1907865371495
FDC05,OUT045,3073.9849426773426
FDF34,OUT035,3278.409530159694
FDP03,OUT027,3472.9430691699085
FDD32,OUT010,-434.4505768399739
FDZ10,OUT045,1993.939999543313
FDZ40,OUT035,1122.3963525441534
FDD51,OUT018,516.6908408515712
NCY30,OUT019,946.5225128342413
FDP58,OUT017,3467.8473464158474
FDV49,OUT017,4193.470258837233
FDY24,OUT019,-941.3729488748791
NCO55,OUT017,1823.918867739512
FDR13,OUT017,2050.362846686615
FDS51,OUT017,1189.7139975779812
FDP26,OUT045,1615.8048418602505
NCB54,OUT027,3480.877273452861
FDF32,OUT017,3166.5458795391783
FDN31,OUT018,2700.786913771585
DRM48,OUT017,765.5148622375223
FDN20,OUT049,2775.503983773766
DRL01,OUT046,3623.2447469826934
FDV56,OUT049,1913.0969256332844
DRH13,OUT027,3174.456517837276
FDA03,OUT017,2462.1273793855803
FDF47,OUT027,4894.181646105177
FDX32,OUT046,2355.191778183758
FDX57,OUT049,1735.6968900637291
NCA30,OUT045,2873.1188278889917
FDO49,OUT013,974.9194416484175
FDL04,OUT019,-167.80036313159258
DRM48,OUT035,825.1720133677006
FDR16,OUT013,3368.339571015937
NCC19,OUT018,2710.4954688865055
NCE42,OUT045,3570.9096482473738
FDY24,OUT017,1090.8768399209446
FDH19,OUT049,2878.5713045227576
FDJ46,OUT013,2759.4005106592576
FDN45,OUT010,1587.3242280400873
FDY08,OUT035,2398.772205265709
FDZ37,OUT035,1626.7557550636989
NCT30,OUT045,777.8860070461756
DRY23,OUT018,526.9236785631016
NCZ30,OUT018,1682.2336779154034
FDC44,OUT018,1542.3901521750854
FDB45,OUT035,1873.2528661931497
FDY04,OUT013,2669.558839057899
FDM27,OUT046,2525.920354241983
FDZ43,OUT017,3877.353616943534
FDT39,OUT019,601.4654602955211
NCC06,OUT019,170.06455910456418
FDL15,OUT027,3876.9166421732484
FDL57,OUT017,4122.935497378638
FDU08,OUT046,1628.3466397487944
FDK40,OUT017,4159.584103077232
FDQ12,OUT010,1698.3633906983596
FDS48,OUT017,2506.187662512425
FDP09,OUT045,3260.859024041073
FDW21,OUT049,1775.0605104626836
FDY25,OUT035,2982.0668475866273
DRE13,OUT017,1524.259093100587
FDV43,OUT019,-1076.429278536129
FDD22,OUT045,1750.7464849776086
FDM46,OUT019,-369.85680089488983
NCO30,OUT010,1013.5279826405359
FDM25,OUT046,2774.9962467294717
NCN41,OUT049,2068.8199825185975
FDU24,OUT045,1486.87506152722
FDZ50,OUT046,2918.3009902878925
FDP45,OUT013,3979.404265453121
NCM54,OUT045,1947.0108556224402
FDW10,OUT019,870.9125108073176
FDP20,OUT017,2162.7228269136353
FDK32,OUT046,2436.6086211042893
FDN52,OUT049,1590.4450480915195
FDM58,OUT045,1787.265202090269
FDZ46,OUT027,3225.571328230761
NCA18,OUT018,1609.597354014167
FDD35,OUT046,1959.5496418915557
NCK31,OUT035,1027.9855964873905
FDI40,OUT027,3105.6181174778962
FDT50,OUT019,-242.28712763251656
NCT06,OUT046,2573.1894956880037
FDT31,OUT035,3112.525075986863
FDT45,OUT049,1049.294419795679
FDT13,OUT045,2881.6575647022582
FDO50,OUT045,1430.1268058976082
NCU18,OUT010,353.2505230900422
NCR54,OUT049,3114.963374700906
NCO18,OUT018,2528.5246665039576
FDU09,OUT045,979.351078513689
FDT13,OUT018,2683.869470102692
FDE09,OUT046,1833.3059261031506
NCK53,OUT019,-228.19243227971577
FDG45,OUT049,3413.4409530684507
DRH15,OUT035,931.4975713600529
FDO21,OUT019,1680.830118457668
FDD14,OUT027,4297.979926227337
FDC09,OUT046,1736.2367166925626
FDH45,OUT027,2263.680314340579
FDV32,OUT046,1119.385335041547
FDG12,OUT035,2099.113227210115
FDS32,OUT013,2328.784767887077
NCL55,OUT018,3573.050996881736
DRE01,OUT035,3864.216987483715
DRE15,OUT049,1387.387148691394
NCL42,OUT045,3736.224320534575
FDP31,OUT013,1161.9884008858944
FDN33,OUT018,1304.901831846059
FDZ59,OUT046,2637.583205962708
FDE45,OUT010,931.7170442615121
FDJ07,OUT013,1961.6670586195585
FDQ45,OUT018,2670.282769785313
FDM33,OUT027,4824.039690171043
FDO15,OUT010,-519.8793843700565
FDM46,OUT013,1552.268096823573
FDR03,OUT045,3190.146912832837
FDY49,OUT018,2422.8546695172167
FDQ60,OUT045,1893.1457125231034
FDW10,OUT049,2873.0294967280424
FDO51,OUT049,966.9287911132571
FDJ40,OUT018,1551.9973485984342
FDS20,OUT018,2597.080712696285
FDU45,OUT013,1923.3271779213512
FDV02,OUT035,2814.6978870450152
FDN09,OUT046,3749.953720491576
NCM55,OUT027,4327.740943355289
FDN23,OUT018,2074.7410184810738
FDY31,OUT010,450.2085101045551
FDW03,OUT010,-72.4203801589407
FDD14,OUT046,2856.446521849188
FDV23,OUT017,2110.067474773323
DRI03,OUT045,2682.767346624479
FDN13,OUT035,1758.8482051068331
FDF45,OUT027,2527.5204648477265
FDU46,OUT035,1659.9024346962133
FDB57,OUT049,3617.7675884732244
FDV12,OUT049,1780.8452666320334
FDQ58,OUT013,2424.873672245987
NCA18,OUT017,1958.0200842507118
FDH52,OUT049,1217.0359060082653
FDM24,OUT018,2151.7123178472766
NCP43,OUT027,4256.692458316629
NCO18,OUT019,906.7840279517691
FDM32,OUT017,1615.1951628050067
NCL07,OUT017,801.8355201841134
FDK03,OUT013,3992.6014048678235
FDP59,OUT017,1831.4802249927118
FDQ24,OUT049,3974.6046895291047
FDQ16,OUT018,1532.9992584428555
FDU44,OUT013,2626.3319340125645
FDH28,OUT010,-1126.9730431551789
FDV28,OUT019,-1200.6081058872187
FDM22,OUT045,947.9048317784273
FDR56,OUT046,3097.642099012691
FDV39,OUT049,3183.5460407535556
FDU37,OUT019,-506.25545936869116
FDQ11,OUT010,2181.3183523407783
FDX02,OUT045,3412.862421344271
NCS42,OUT018,1242.997616179015
FDY57,OUT027,3014.870063125646
FDB21,OUT049,3819.707638948528
FDE28,OUT017,3682.5667883767806
FDQ55,OUT017,1994.7399937775829
FDA48,OUT049,3546.5897334169167
FDZ19,OUT045,2679.1758959254676
NCC43,OUT045,3797.5337907779626
NCV18,OUT046,1335.3616333727457
NCA42,OUT018,2216.540000792899
FDY45,OUT046,3949.49017434021
NCC30,OUT045,2735.6455867996433
FDM57,OUT013,1506.8977422823798
FDL09,OUT010,774.8499612435259
FDB09,OUT027,3448.7555113464327
FDT44,OUT035,2054.291202582522
NCT06,OUT027,3995.3612520581914
FDX26,OUT049,2976.6025205813744
FDK32,OUT013,2507.8532072315884
DRA12,OUT046,2240.5557340082605
FDO46,OUT010,1114.508602715056
FDE52,OUT013,1519.117194989922
NCH42,OUT045,3497.043051737472
FDV08,OUT035,911.3748663967788
FDB47,OUT018,3019.274040978586
FDC28,OUT010,-107.05902359027971
FDD22,OUT046,1837.3886828013349
FDS07,OUT027,3271.5142342946624
DRI13,OUT045,3300.9525921478016
FDG32,OUT018,3175.4312664499944
FDU14,OUT017,3974.357373813827
FDD28,OUT019,-863.5343473333974
NCP41,OUT017,1880.0758094104456
FDS08,OUT049,2867.480820478286
FDX47,OUT045,2491.0961936528674
FDC53,OUT019,-183.08310710176534
FDQ19,OUT035,3925.8699671290346
FDL14,OUT045,2453.0417453724685
FDM33,OUT019,1545.5297519855571
FDA51,OUT045,1789.454360798043
FDZ27,OUT018,617.8500868763124
FDT04,OUT046,745.1133388159902
DRC13,OUT049,2123.6492412256885
FDR16,OUT027,4791.908717572185
FDQ03,OUT027,5116.80455519546
FDE38,OUT035,2799.8801845587386
DRH23,OUT027,2382.2669890797856
FDT11,OUT019,1140.327221800772
FDD09,OUT035,2973.9611835742294
FDR40,OUT045,1369.1912077659683
FDX07,OUT017,3008.1367991184816
FDR07,OUT035,1749.151031705262
FDA51,OUT017,1966.6123766137196
FDT59,OUT019,1724.4349580823641
FDF20,OUT017,3170.503965029036
FDR13,OUT045,1861.184430035211
FDY26,OUT049,3434.025570751617
FDW04,OUT017,2214.59964717494
FDK52,OUT017,3614.203818530474
FDN60,OUT049,2589.7378894578987
FDM09,OUT019,864.2300017043153
FDP46,OUT049,1549.0845611612829
FDB50,OUT019,-573.1607888004148
NCQ29,OUT049,4059.99035496948
FDP16,OUT027,5234.028163519501
FDX33,OUT018,2308.218574259349
FDP07,OUT010,1234.3032445054018
FDN22,OUT046,3885.8312434093564
FDF39,OUT049,4192.6064250947475
FDS21,OUT017,1225.8229377337711
NCM42,OUT013,1771.3912354418524
FDK50,OUT019,718.2668158042661
DRF13,OUT027,3745.244766614631
FDH35,OUT018,2322.9214344302072
FDP60,OUT018,1344.243213387301
DRJ49,OUT027,3490.519599425091
NCT42,OUT019,481.827656732444
FDE38,OUT049,2758.022864779174
FDI04,OUT049,3254.5169827794266
NCH54,OUT045,2418.42303033523
FDT56,OUT049,1174.1207439467175
DRD15,OUT018,3325.424200341125
FDV58,OUT013,3056.0141673907265
FDP21,OUT049,3095.2777342628383
FDH05,OUT013,3685.592009742609
FDR10,OUT027,4000.421786931598
NCP06,OUT045,2297.753050307424
FDF33,OUT049,1848.128681077019
DRK37,OUT013,2970.4808309154437
DRH49,OUT045,1335.8893244760393
FDT58,OUT013,2678.248985761851
FDD41,OUT018,1474.5376143259073
FDP40,OUT018,1584.4571795935951
FDM51,OUT027,3140.7604525666643
FDO45,OUT010,-383.5200273963295
FDW33,OUT010,-154.28692155938495
FDY24,OUT045,924.1579232930421
FDB10,OUT010,1784.705518366438
FDM40,OUT035,2373.1445972061974
NCI06,OUT017,2926.5858512534073
FDW12,OUT019,470.4216477740499
FDX48,OUT027,3939.036479682034
NCW05,OUT027,3127.617466533122
FDX27,OUT017,1696.2833136456218
DRM37,OUT045,3007.075447144702
FDA38,OUT045,3697.2088074053927
FDR36,OUT046,779.8595724241326
FDZ45,OUT046,3104.128734729623
FDG05,OUT017,2630.6187178057635
FDK28,OUT013,4032.139262676018
FDV47,OUT045,1370.8882643963818
FDN21,OUT045,2472.439925693682
FDP20,OUT027,3476.4692913653676
FDI35,OUT045,2798.165997500749
DRY23,OUT013,850.0606313851748
FDA56,OUT017,2100.682555182295
FDB09,OUT013,2037.1439408277809
NCO26,OUT027,3296.7394616762012
FDQ49,OUT018,2266.7994560137104
FDI52,OUT027,3389.2688307596463
FDZ44,OUT027,3343.094083946912
FDZ09,OUT018,2326.23172343544
FDY03,OUT049,1987.7488958584956
NCG42,OUT017,2161.3863943217716
DRI13,OUT027,4803.774718889859
FDQ32,OUT013,2111.8934924948953
FDW16,OUT035,1709.6640867186125
FDU27,OUT046,862.5169781751489
FDR28,OUT010,754.0430750229249
FDQ49,OUT010,675.8180454778955
FDS37,OUT046,1890.9385509839592
FDW26,OUT018,3200.622803859784
FDX12,OUT018,3504.0454085194374
NCP06,OUT013,2415.612028633128
FDW45,OUT010,447.8363930799338
NCN30,OUT049,1654.0620828130043
FDN24,OUT049,1043.5134498189263
NCL41,OUT027,2055.9174742583054
FDR02,OUT019,-54.09338477056326
FDD09,OUT010,967.8574317145172
FDS33,OUT010,-346.7645558031355
FDU22,OUT045,1860.855043492263
FDI53,OUT013,2622.4647137213633
DRH01,OUT049,2840.7666802083477
FDX32,OUT013,2344.9966058776527
NCP30,OUT018,465.9369494751355
FDB60,OUT045,3021.0965484658045
FDB14,OUT049,1675.516244707481
NCP02,OUT035,1149.745562831443
FDJ10,OUT017,2373.4569262893037
FDG34,OUT046,1841.6375165600623
NCB18,OUT017,1552.1957515816796
FDM16,OUT049,1411.3794007797676
FDW25,OUT018,1154.0688502612823
FDB35,OUT010,-315.4896270600535
DRN11,OUT013,2267.933005129763
FDF41,OUT019,1947.9874302475928
FDH16,OUT045,1414.6172390842814
NCQ50,OUT018,3011.158455072758
DRH23,OUT018,693.1737780348163
DRJ37,OUT013,2424.412209642028
DRJ24,OUT027,4296.009560386767
FDY16,OUT035,3040.5990455224173
FDQ27,OUT045,1700.2497105442087
FDZ33,OUT045,2286.2898077240657
FDF29,OUT045,2103.8001747516537
FDA08,OUT049,2721.8133161172836
FDG31,OUT046,1128.8016682174027
FDE34,OUT019,1066.178216424094
NCR30,OUT027,2652.6205167334833
FDV33,OUT035,4177.029956200871
DRZ24,OUT018,1650.8781180138917
NCL54,OUT035,2810.9084952995127
FDR12,OUT049,2884.0703004971756
NCC54,OUT046,3712.623917446773
DRN59,OUT013,856.5306678035025
FDX50,OUT019,-66.28745875590675
FDV31,OUT027,4213.840782339437
NCA29,OUT027,4129.577040338584
FDW60,OUT049,2934.901547417038
FDX08,OUT017,2986.1518446559994
DRD49,OUT013,3647.374343869552
FDD33,OUT046,3555.0671501115994
FDW35,OUT013,844.8717689614405
FDJ36,OUT017,1815.9681130044435
FDV51,OUT035,2783.37698034384
FDW36,OUT046,1741.8530530039163
FDH35,OUT046,2602.9311278690284
NCS30,OUT027,3484.633003250343
FDN49,OUT017,859.3003793390042
FDL08,OUT018,3530.892900783334
FDI09,OUT013,3765.984162814071
FDP19,OUT018,1768.548096743791
FDU21,OUT010,-1183.353436590928
NCP41,OUT045,1689.404091330154
FDY10,OUT013,1877.8005249683345
FDP12,OUT018,478.8489744726862
NCN26,OUT049,1948.357546948583
FDK44,OUT013,2764.7716776807247
FDC28,OUT049,1868.49871035308
FDJ41,OUT027,5506.050096036328
NCT29,OUT035,2111.7929355963997
NCH42,OUT019,1669.1867966175591
FDU60,OUT018,2410.6135818300886
FDS02,OUT045,2964.8400583555604
FDC51,OUT046,2031.5327257508181
FDU03,OUT013,2933.980943942196
FDX39,OUT045,3286.618884397507
NCY05,OUT010,-1195.9289058120808
NCL06,OUT027,5411.168849586522
FDD32,OUT035,1536.4190736003243
NCN41,OUT045,1903.4514812666105
NCX53,OUT049,2341.720814018879
FDU57,OUT019,550.926279862259
FDQ23,OUT046,1713.983295859672
FDQ52,OUT045,3779.616114711611
FDC14,OUT045,744.9841200615283
FDY09,OUT035,2937.1009963597958
FDQ28,OUT045,2462.2785524777646
FDV25,OUT046,3431.973734931053
FDJ07,OUT035,2034.7412984966904
DRB25,OUT049,1819.864199298977
FDK52,OUT019,1607.8088129441226
FDY52,OUT027,2530.9618499958497
FDB28,OUT046,3083.8389355652853
FDT36,OUT035,812.708564943275
FDV25,OUT017,3553.7106319534237
NCN07,OUT027,3508.535365632507
FDC57,OUT017,3179.7688836246166
FDQ03,OUT018,3433.7820224867096
FDU23,OUT017,2745.5930535227862
NCX41,OUT035,3435.254853927271
NCD06,OUT035,963.6773106188687
FDW08,OUT045,1645.1142304593247
NCU29,OUT017,2402.08475388066
NCE06,OUT013,2555.530508592238
FDV52,OUT010,42.80905039322545
FDB02,OUT017,2927.906557747108
NCR18,OUT045,718.6040403882171
FDK16,OUT049,1648.3596959752851
NCQ29,OUT010,2064.3033912363962
FDZ01,OUT019,-95.49243015079446
FDW27,OUT035,2643.0768285536883
FDD17,OUT018,3430.45533298795
FDW39,OUT013,2836.6131923241837
DRH59,OUT045,1149.418082216183
FDS52,OUT013,1730.6869540480982
FDU40,OUT027,4497.142306891739
NCF54,OUT013,2756.8648695112515
FDH46,OUT045,1674.6360055829612
NCP14,OUT049,1761.9097256465282
FDH50,OUT049,3026.8377259587287
DRF15,OUT010,544.9587757178241
FDV27,OUT027,2940.7682905776687
NCJ06,OUT049,2034.2001682741045
FDN02,OUT018,2942.8754056444723
FDQ51,OUT049,983.5764502325428
FDQ07,OUT017,3602.22521165705
FDS45,OUT049,1880.647863757302
NCJ06,OUT045,1885.124090993074
FDD36,OUT035,2057.7647242295084
FDY25,OUT045,2799.980642998939
FDU52,OUT046,2448.926779076581
DRK47,OUT017,3606.076545798794
NCL30,OUT017,2140.1744811809713
FDN22,OUT035,4043.4789610505727
NCF30,OUT027,3421.1710584579455
